Hour,Heating Demand (kWh),Cooling Demand (kWh)
1358,3.3,0.0
1359,3.2,0.0
1360,3.1,0.0
1361,3.0,0.0
1362,2.9,0.0
1363,2.8,0.0
1364,2.7,0.0
1365,2.6,0.0
1366,2.5,0.0
1367,2.4,0.0
1368,2.3,0.0
1369,2.4,0.0
1370,2.5,0.0
1371,2.6,0.0
1372,2.7,0.0
1373,2.8,0.0
1374,2.9,0.0
1375,3.0,0.0
1376,3.1,0.0
1377,3.2,0.0
1378,3.3,0.0
1379,3.4,0.0
1380,3.5,0.0
1381,3.4,0.0
1382,3.3,0.0
1383,3.2,0.0
1384,3.1,0.0
1385,3.0,0.0
1386,2.9,0.0
1387,2.8,0.0
1388,2.7,0.0
1389,2.6,0.0
1390,2.5,0.0
1391,2.4,0.0
1392,2.3,0.0
1393,2.4,0.0
1394,2.5,0.0
1395,2.6,0.0
1396,2.7,0.0
1397,2.8,0.0
1398,2.9,0.0
1399,3.0,0.0
1400,3.1,0.0
1401,3.2,0.0
1402,3.3,0.0
1403,3.4,0.0
1404,3.5,0.0
1405,3.4,0.0
1406,3.3,0.0
1407,3.2,0.0
1408,3.1,0.0
1409,3.0,0.0
1410,2.9,0.0
1411,2.8,0.0
1412,2.7,0.0
1413,2.6,0.0
1414,2.5,0.0
1415,2.4,0.0
1416,2.3,0.0
1417,2.4,0.0
1418,2.5,0.0
1419,2.6,0.0
1420,2.7,0.0
1421,2.8,0.0
1422,2.9,0.0
1423,3.0,0.0
1424,3.1,0.0
1425,3.2,0.0
1426,3.3,0.0
1427,3.4,0.0
1428,3.5,0.0
1429,3.4,0.0
1430,3.3,0.0
1431,3.2,0.0
1432,3.1,0.0
1433,3.0,0.0
1434,2.9,0.0
1435,2.8,0.0
1436,2.7,0.0
1437,2.6,0.0
1438,2.5,0.0
1439,2.4,0.0
1440,1.54,0.0
1441,1.62,0.0
1442,1.7,0.0
1443,1.78,0.0
1444,1.8599999999999999,0.0
1445,1.94,0.0
1446,2.02,0.0
1447,2.1,0.0
1448,2.18,0.0
1449,2.26,0.0
1450,2.34,0.0
1451,2.42,0.0
1452,2.5,0.0
1453,2.42,0.0
1454,2.34,0.0
1455,2.26,0.0
1456,2.18,0.0
1457,2.1,0.0
1458,2.02,0.0
1459,1.94,0.0
1460,1.8599999999999999,0.0
1461,1.78,0.0
1462,1.7,0.0
1463,1.62,0.0
1464,1.54,0.0
1465,1.62,0.0
1466,1.7,0.0
1467,1.78,0.0
1468,1.8599999999999999,0.0
1469,1.94,0.0
1470,2.02,0.0
1471,2.1,0.0
1472,2.18,0.0
1473,2.26,0.0
1474,2.34,0.0
1475,2.42,0.0
1476,2.5,0.0
1477,2.42,0.0
1478,2.34,0.0
1479,2.26,0.0
1480,2.18,0.0
1481,2.1,0.0
1482,2.02,0.0
1483,1.94,0.0
1484,1.8599999999999999,0.0
1485,1.78,0.0
1486,1.7,0.0
1487,1.62,0.0
1488,1.54,0.0
1489,1.62,0.0
1490,1.7,0.0
1491,1.78,0.0
1492,1.8599999999999999,0.0
1493,1.94,0.0
1494,2.02,0.0
1495,2.1,0.0
1496,2.18,0.0
1497,2.26,0.0
1498,2.34,0.0
1499,2.42,0.0
1500,2.5,0.0
1501,2.42,0.0
1502,2.34,0.0
1503,2.26,0.0
1504,2.18,0.0
1505,2.1,0.0
1506,2.02,0.0
1507,1.94,0.0
1508,1.8599999999999999,0.0
1509,1.78,0.0
1510,1.7,0.0
1511,1.62,0.0
1512,1.54,0.0
1513,1.62,0.0
1514,1.7,0.0
1515,1.78,0.0
1516,1.8599999999999999,0.0
1517,1.94,0.0
1518,2.02,0.0
1519,2.1,0.0
1520,2.18,0.0
1521,2.26,0.0
1522,2.34,0.0
1523,2.42,0.0
1524,2.5,0.0
1525,2.42,0.0
1526,2.34,0.0
1527,2.26,0.0
1528,2.18,0.0
1529,2.1,0.0
1530,2.02,0.0
1531,1.94,0.0
1532,1.8599999999999999,0.0
1533,1.78,0.0
1534,1.7,0.0
1535,1.62,0.0
1536,1.54,0.0
1537,1.62,0.0
1538,1.7,0.0
1539,1.78,0.0
1540,1.8599999999999999,0.0
1541,1.94,0.0
1542,2.02,0.0
1543,2.1,0.0
1544,2.18,0.0
1545,2.26,0.0
1546,2.34,0.0
1547,2.42,0.0
1548,2.5,0.0
1549,2.42,0.0
1550,2.34,0.0
1551,2.26,0.0
1552,2.18,0.0
1553,2.1,0.0
1554,2.02,0.0
1555,1.94,0.0
1556,1.8599999999999999,0.0
1557,1.78,0.0
1558,1.7,0.0
1559,1.62,0.0
1560,1.54,0.0
1561,1.62,0.0
1562,1.7,0.0
1563,1.78,0.0
1564,1.8599999999999999,0.0
1565,1.94,0.0
1566,2.02,0.0
1567,2.1,0.0
1568,2.18,0.0
1569,2.26,0.0
1570,2.34,0.0
1571,2.42,0.0
1572,2.5,0.0
1573,2.42,0.0
1574,2.34,0.0
1575,2.26,0.0
1576,2.18,0.0
1577,2.1,0.0
1578,2.02,0.0
1579,1.94,0.0
1580,1.8599999999999999,0.0
1581,1.78,0.0
1582,1.7,0.0
1583,1.62,0.0
1584,1.54,0.0
1585,1.62,0.0
1586,1.7,0.0
1587,1.78,0.0
1588,1.8599999999999999,0.0
1589,1.94,0.0
1590,2.02,0.0
1591,2.1,0.0
1592,2.18,0.0
1593,2.26,0.0
1594,2.34,0.0
1595,2.42,0.0
1596,2.5,0.0
1597,2.42,0.0
1598,2.34,0.0
1599,2.26,0.0
1600,2.18,0.0
1601,2.1,0.0
1602,2.02,0.0
1603,1.94,0.0
1604,1.8599999999999999,0.0
1605,1.78,0.0
1606,1.7,0.0
1607,1.62,0.0
1608,1.54,0.0
1609,1.62,0.0
1610,1.7,0.0
1611,1.78,0.0
1612,1.8599999999999999,0.0
1613,1.94,0.0
1614,2.02,0.0
1615,2.1,0.0
1616,2.18,0.0
1617,2.26,0.0
1618,2.34,0.0
1619,2.42,0.0
1620,2.5,0.0
1621,2.42,0.0
1622,2.34,0.0
1623,2.26,0.0
1624,2.18,0.0
1625,2.1,0.0
1626,2.02,0.0
1627,1.94,0.0
1628,1.8599999999999999,0.0
1629,1.78,0.0
1630,1.7,0.0
1631,1.62,0.0
1632,1.54,0.0
1633,1.62,0.0
1634,1.7,0.0
1635,1.78,0.0
1636,1.8599999999999999,0.0
1637,1.94,0.0
1638,2.02,0.0
1639,2.1,0.0
1640,2.18,0.0
1641,2.26,0.0
1642,2.34,0.0
1643,2.42,0.0
1644,2.5,0.0
1645,2.42,0.0
1646,2.34,0.0
1647,2.26,0.0
1648,2.18,0.0
1649,2.1,0.0
1650,2.02,0.0
1651,1.94,0.0
1652,1.8599999999999999,0.0
1653,1.78,0.0
1654,1.7,0.0
1655,1.62,0.0
1656,1.54,0.0
1657,1.62,0.0
1658,1.7,0.0
1659,1.78,0.0
1660,1.8599999999999999,0.0
1661,1.94,0.0
1662,2.02,0.0
1663,2.1,0.0
1664,2.18,0.0
1665,2.26,0.0
1666,2.34,0.0
1667,2.42,0.0
1668,2.5,0.0
1669,2.42,0.0
1670,2.34,0.0
1671,2.26,0.0
1672,2.18,0.0
1673,2.1,0.0
1674,2.02,0.0
1675,1.94,0.0
1676,1.8599999999999999,0.0
1677,1.78,0.0
1678,1.7,0.0
1679,1.62,0.0
1680,1.54,0.0
1681,1.62,0.0
1682,1.7,0.0
1683,1.78,0.0
1684,1.8599999999999999,0.0
1685,1.94,0.0
1686,2.02,0.0
1687,2.1,0.0
1688,2.18,0.0
1689,2.26,0.0
1690,2.34,0.0
1691,2.42,0.0
1692,2.5,0.0
1693,2.42,0.0
1694,2.34,0.0
1695,2.26,0.0
1696,2.18,0.0
1697,2.1,0.0
1698,2.02,0.0
1699,1.94,0.0
1700,1.8599999999999999,0.0
1701,1.78,0.0
1702,1.7,0.0
1703,1.62,0.0
1704,1.54,0.0
1705,1.62,0.0
1706,1.7,0.0
1707,1.78,0.0
1708,1.8599999999999999,0.0
1709,1.94,0.0
1710,2.02,0.0
1711,2.1,0.0
1712,2.18,0.0
1713,2.26,0.0
1714,2.34,0.0
1715,2.42,0.0
1716,2.5,0.0
1717,2.42,0.0
1718,2.34,0.0
1719,2.26,0.0
1720,2.18,0.0
1721,2.1,0.0
1722,2.02,0.0
1723,1.94,0.0
1724,1.8599999999999999,0.0
1725,1.78,0.0
1726,1.7,0.0
1727,1.62,0.0
1728,1.54,0.0
1729,1.62,0.0
1730,1.7,0.0
1731,1.78,0.0
1732,1.8599999999999999,0.0
1733,1.94,0.0
1734,2.02,0.0
1735,2.1,0.0
1736,2.18,0.0
1737,2.26,0.0
1738,2.34,0.0
1739,2.42,0.0
1740,2.5,0.0
1741,2.42,0.0
1742,2.34,0.0
1743,2.26,0.0
1744,2.18,0.0
1745,2.1,0.0
1746,2.02,0.0
1747,1.94,0.0
1748,1.8599999999999999,0.0
1749,1.78,0.0
1750,1.7,0.0
1751,1.62,0.0
1752,1.54,0.0
1753,1.62,0.0
1754,1.7,0.0
1755,1.78,0.0
1756,1.8599999999999999,0.0
1757,1.94,0.0
1758,2.02,0.0
1759,2.1,0.0
1760,2.18,0.0
1761,2.26,0.0
1762,2.34,0.0
1763,2.42,0.0
1764,2.5,0.0
1765,2.42,0.0
1766,2.34,0.0
1767,2.26,0.0
1768,2.18,0.0
1769,2.1,0.0
1770,2.02,0.0
1771,1.94,0.0
1772,1.8599999999999999,0.0
1773,1.78,0.0
1774,1.7,0.0
1775,1.62,0.0
1776,1.54,0.0
1777,1.62,0.0
1778,1.7,0.0
1779,1.78,0.0
1780,1.8599999999999999,0.0
1781,1.94,0.0
1782,2.02,0.0
1783,2.1,0.0
1784,2.18,0.0
1785,2.26,0.0
1786,2.34,0.0
1787,2.42,0.0
1788,2.5,0.0
1789,2.42,0.0
1790,2.34,0.0
1791,2.26,0.0
1792,2.18,0.0
1793,2.1,0.0
1794,2.02,0.0
1795,1.94,0.0
1796,1.8599999999999999,0.0
1797,1.78,0.0
1798,1.7,0.0
1799,1.62,0.0
1800,1.54,0.0
1801,1.62,0.0
1802,1.7,0.0
1803,1.78,0.0
1804,1.8599999999999999,0.0
1805,1.94,0.0
1806,2.02,0.0
1807,2.1,0.0
1808,2.18,0.0
1809,2.26,0.0
1810,2.34,0.0
1811,2.42,0.0
1812,2.5,0.0
1813,2.42,0.0
1814,2.34,0.0
1815,2.26,0.0
1816,2.18,0.0
1817,2.1,0.0
1818,2.02,0.0
1819,1.94,0.0
1820,1.8599999999999999,0.0
1821,1.78,0.0
1822,1.7,0.0
1823,1.62,0.0
1824,1.54,0.0
1825,1.62,0.0
1826,1.7,0.0
1827,1.78,0.0
1828,1.8599999999999999,0.0
1829,1.94,0.0
1830,2.02,0.0
1831,2.1,0.0
1832,2.18,0.0
1833,2.26,0.0
1834,2.34,0.0
1835,2.42,0.0
1836,2.5,0.0
1837,2.42,0.0
1838,2.34,0.0
1839,2.26,0.0
1840,2.18,0.0
1841,2.1,0.0
1842,2.02,0.0
1843,1.94,0.0
1844,1.8599999999999999,0.0
1845,1.78,0.0
1846,1.7,0.0
1847,1.62,0.0
1848,1.54,0.0
1849,1.62,0.0
1850,1.7,0.0
1851,1.78,0.0
1852,1.8599999999999999,0.0
1853,1.94,0.0
1854,2.02,0.0
1855,2.1,0.0
1856,2.18,0.0
1857,2.26,0.0
1858,2.34,0.0
1859,2.42,0.0
1860,2.5,0.0
1861,2.42,0.0
1862,2.34,0.0
1863,2.26,0.0
1864,2.18,0.0
1865,2.1,0.0
1866,2.02,0.0
1867,1.94,0.0
1868,1.8599999999999999,0.0
1869,1.78,0.0
1870,1.7,0.0
1871,1.62,0.0
1872,1.54,0.0
1873,1.62,0.0
1874,1.7,0.0
1875,1.78,0.0
1876,1.8599999999999999,0.0
1877,1.94,0.0
1878,2.02,0.0
1879,2.1,0.0
1880,2.18,0.0
1881,2.26,0.0
1882,2.34,0.0
1883,2.42,0.0
1884,2.5,0.0
1885,2.42,0.0
1886,2.34,0.0
1887,2.26,0.0
1888,2.18,0.0
1889,2.1,0.0
1890,2.02,0.0
1891,1.94,0.0
1892,1.8599999999999999,0.0
1893,1.78,0.0
1894,1.7,0.0
1895,1.62,0.0
1896,1.54,0.0
1897,1.62,0.0
1898,1.7,0.0
1899,1.78,0.0
1900,1.8599999999999999,0.0
1901,1.94,0.0
1902,2.02,0.0
1903,2.1,0.0
1904,2.18,0.0
1905,2.26,0.0
1906,2.34,0.0
1907,2.42,0.0
1908,2.5,0.0
1909,2.42,0.0
1910,2.34,0.0
1911,2.26,0.0
1912,2.18,0.0
1913,2.1,0.0
1914,2.02,0.0
1915,1.94,0.0
1916,1.8599999999999999,0.0
1917,1.78,0.0
1918,1.7,0.0
1919,1.62,0.0
1920,1.54,0.0
1921,1.62,0.0
1922,1.7,0.0
1923,1.78,0.0
1924,1.8599999999999999,0.0
1925,1.94,0.0
1926,2.02,0.0
1927,2.1,0.0
1928,2.18,0.0
1929,2.26,0.0
1930,2.34,0.0
1931,2.42,0.0
1932,2.5,0.0
1933,2.42,0.0
1934,2.34,0.0
1935,2.26,0.0
1936,2.18,0.0
1937,2.1,0.0
1938,2.02,0.0
1939,1.94,0.0
1940,1.8599999999999999,0.0
1941,1.78,0.0
1942,1.7,0.0
1943,1.62,0.0
1944,1.54,0.0
1945,1.62,0.0
1946,1.7,0.0
1947,1.78,0.0
1948,1.8599999999999999,0.0
1949,1.94,0.0
1950,2.02,0.0
1951,2.1,0.0
1952,2.18,0.0
1953,2.26,0.0
1954,2.34,0.0
1955,2.42,0.0
1956,2.5,0.0
1957,2.42,0.0
1958,2.34,0.0
1959,2.26,0.0
1960,2.18,0.0
1961,2.1,0.0
1962,2.02,0.0
1963,1.94,0.0
1964,1.8599999999999999,0.0
1965,1.78,0.0
1966,1.7,0.0
1967,1.62,0.0
1968,1.54,0.0
1969,1.62,0.0
1970,1.7,0.0
1971,1.78,0.0
1972,1.8599999999999999,0.0
1973,1.94,0.0
1974,2.02,0.0
1975,2.1,0.0
1976,2.18,0.0
1977,2.26,0.0
1978,2.34,0.0
1979,2.42,0.0
1980,2.5,0.0
1981,2.42,0.0
1982,2.34,0.0
1983,2.26,0.0
1984,2.18,0.0
1985,2.1,0.0
1986,2.02,0.0
1987,1.94,0.0
1988,1.8599999999999999,0.0
1989,1.78,0.0
1990,1.7,0.0
1991,1.62,0.0
1992,1.54,0.0
1993,1.62,0.0
1994,1.7,0.0
1995,1.78,0.0
1996,1.8599999999999999,0.0
1997,1.94,0.0
1998,2.02,0.0
1999,2.1,0.0
2000,2.18,0.0
2001,2.26,0.0
2002,2.34,0.0
2003,2.42,0.0
2004,2.5,0.0
2005,2.42,0.0
2006,2.34,0.0
2007,2.26,0.0
2008,2.18,0.0
2009,2.1,0.0
2010,2.02,0.0
2011,1.94,0.0
2012,1.8599999999999999,0.0
2013,1.78,0.0
2014,1.7,0.0
2015,1.62,0.0
2016,1.54,0.0
2017,1.62,0.0
2018,1.7,0.0
2019,1.78,0.0
2020,1.8599999999999999,0.0
2021,1.94,0.0
2022,2.02,0.0
2023,2.1,0.0
2024,2.18,0.0
2025,2.26,0.0
2026,2.34,0.0
2027,2.42,0.0
2028,2.5,0.0
2029,2.42,0.0
2030,2.34,0.0
2031,2.26,0.0
2032,2.18,0.0
2033,2.1,0.0
2034,2.02,0.0
2035,1.94,0.0
2036,1.8599999999999999,0.0
2037,1.78,0.0
2038,1.7,0.0
2039,1.62,0.0
2040,1.54,0.0
2041,1.62,0.0
2042,1.7,0.0
2043,1.78,0.0
2044,1.8599999999999999,0.0
2045,1.94,0.0
2046,2.02,0.0
2047,2.1,0.0
2048,2.18,0.0
2049,2.26,0.0
2050,2.34,0.0
2051,2.42,0.0
2052,2.5,0.0
2053,2.42,0.0
2054,2.34,0.0
2055,2.26,0.0
2056,2.18,0.0
2057,2.1,0.0
2058,2.02,0.0
2059,1.94,0.0
2060,1.8599999999999999,0.0
2061,1.78,0.0
2062,1.7,0.0
2063,1.62,0.0
2064,1.54,0.0
2065,1.62,0.0
2066,1.7,0.0
2067,1.78,0.0
2068,1.8599999999999999,0.0
2069,1.94,0.0
2070,2.02,0.0
2071,2.1,0.0
2072,2.18,0.0
2073,2.26,0.0
2074,2.34,0.0
2075,2.42,0.0
2076,2.5,0.0
2077,2.42,0.0
2078,2.34,0.0
2079,2.26,0.0
2080,2.18,0.0
2081,2.1,0.0
2082,2.02,0.0
2083,1.94,0.0
2084,1.8599999999999999,0.0
2085,1.78,0.0
2086,1.7,0.0
2087,1.62,0.0
2088,1.54,0.0
2089,1.62,0.0
2090,1.7,0.0
2091,1.78,0.0
2092,1.8599999999999999,0.0
2093,1.94,0.0
2094,2.02,0.0
2095,2.1,0.0
2096,2.18,0.0
2097,2.26,0.0
2098,2.34,0.0
2099,2.42,0.0
2100,2.5,0.0
2101,2.42,0.0
2102,2.34,0.0
2103,2.26,0.0
2104,2.18,0.0
2105,2.1,0.0
2106,2.02,0.0
2107,1.94,0.0
2108,1.8599999999999999,0.0
2109,1.78,0.0
2110,1.7,0.0
2111,1.62,0.0
2112,1.54,0.0
2113,1.62,0.0
2114,1.7,0.0
2115,1.78,0.0
2116,1.8599999999999999,0.0
2117,1.94,0.0
2118,2.02,0.0
2119,2.1,0.0
2120,2.18,0.0
2121,2.26,0.0
2122,2.34,0.0
2123,2.42,0.0
2124,2.5,0.0
2125,2.42,0.0
2126,2.34,0.0
2127,2.26,0.0
2128,2.18,0.0
2129,2.1,0.0
2130,2.02,0.0
2131,1.94,0.0
2132,1.8599999999999999,0.0
2133,1.78,0.0
2134,1.7,0.0
2135,1.62,0.0
2136,1.54,0.0
2137,1.62,0.0
2138,1.7,0.0
2139,1.78,0.0
2140,1.8599999999999999,0.0
2141,1.94,0.0
2142,2.02,0.0
2143,2.1,0.0
2144,2.18,0.0
2145,2.26,0.0
2146,2.34,0.0
2147,2.42,0.0
2148,2.5,0.0
2149,2.42,0.0
2150,2.34,0.0
2151,2.26,0.0
2152,2.18,0.0
2153,2.1,0.0
2154,2.02,0.0
2155,1.94,0.0
2156,1.8599999999999999,0.0
2157,1.78,0.0
2158,1.7,0.0
2159,1.62,0.0
2160,0.5,0.0
2161,0.5,0.0
2162,0.5,0.0
2163,0.5,0.0
2164,0.5,0.0
2165,0.5,0.0
2166,0.5,0.0
2167,0.5,0.0
2168,0.5,0.0
2169,0.5,0.0
2170,0.5,0.0
2171,0.5,0.0
2172,0.5,0.0
2173,0.5,0.0
2174,0.5,0.0
2175,0.5,0.0
2176,0.5,0.0
2177,0.5,0.0
2178,0.5,0.0
2179,0.5,0.0
2180,0.5,0.0
2181,0.5,0.0
2182,0.5,0.0
2183,0.5,0.0
2184,0.5,0.0
2185,0.5,0.0
2186,0.5,0.0
2187,0.5,0.0
2188,0.5,0.0
2189,0.5,0.0
2190,0.5,0.0
2191,0.5,0.0
2192,0.5,0.0
2193,0.5,0.0
2194,0.5,0.0
2195,0.5,0.0
2196,0.5,0.0
2197,0.5,0.0
2198,0.5,0.0
2199,0.5,0.0
2200,0.5,0.0
2201,0.5,0.0
2202,0.5,0.0
2203,0.5,0.0
2204,0.5,0.0
2205,0.5,0.0
2206,0.5,0.0
2207,0.5,0.0
2208,0.5,0.0
2209,0.5,0.0
2210,0.5,0.0
2211,0.5,0.0
2212,0.5,0.0
2213,0.5,0.0
2214,0.5,0.0
2215,0.5,0.0
2216,0.5,0.0
2217,0.5,0.0
2218,0.5,0.0
2219,0.5,0.0
2220,0.5,0.0
2221,0.5,0.0
2222,0.5,0.0
2223,0.5,0.0
2224,0.5,0.0
2225,0.5,0.0
2226,0.5,0.0
2227,0.5,0.0
2228,0.5,0.0
2229,0.5,0.0
2230,0.5,0.0
2231,0.5,0.0
2232,0.5,0.0
2233,0.5,0.0
2234,0.5,0.0
2235,0.5,0.0
2236,0.5,0.0
2237,0.5,0.0
2238,0.5,0.0
2239,0.5,0.0
2240,0.5,0.0
2241,0.5,0.0
2242,0.5,0.0
2243,0.5,0.0
2244,0.5,0.0
2245,0.5,0.0
2246,0.5,0.0
2247,0.5,0.0
2248,0.5,0.0
2249,0.5,0.0
2250,0.5,0.0
2251,0.5,0.0
2252,0.5,0.0
2253,0.5,0.0
2254,0.5,0.0
2255,0.5,0.0
2256,0.5,0.0
2257,0.5,0.0
2258,0.5,0.0
2259,0.5,0.0
2260,0.5,0.0
2261,0.5,0.0
2262,0.5,0.0
2263,0.5,0.0
2264,0.5,0.0
2265,0.5,0.0
2266,0.5,0.0
2267,0.5,0.0
2268,0.5,0.0
2269,0.5,0.0
2270,0.5,0.0
2271,0.5,0.0
2272,0.5,0.0
2273,0.5,0.0
2274,0.5,0.0
2275,0.5,0.0
2276,0.5,0.0
2277,0.5,0.0
2278,0.5,0.0
2279,0.5,0.0
2280,0.5,0.0
2281,0.5,0.0
2282,0.5,0.0
2283,0.5,0.0
2284,0.5,0.0
2285,0.5,0.0
2286,0.5,0.0
2287,0.5,0.0
2288,0.5,0.0
2289,0.5,0.0
2290,0.5,0.0
2291,0.5,0.0
2292,0.5,0.0
2293,0.5,0.0
2294,0.5,0.0
2295,0.5,0.0
2296,0.5,0.0
2297,0.5,0.0
2298,0.5,0.0
2299,0.5,0.0
2300,0.5,0.0
2301,0.5,0.0
2302,0.5,0.0
2303,0.5,0.0
2304,0.5,0.0
2305,0.5,0.0
2306,0.5,0.0
2307,0.5,0.0
2308,0.5,0.0
2309,0.5,0.0
2310,0.5,0.0
2311,0.5,0.0
2312,0.5,0.0
2313,0.5,0.0
2314,0.5,0.0
2315,0.5,0.0
2316,0.5,0.0
2317,0.5,0.0
2318,0.5,0.0
2319,0.5,0.0
2320,0.5,0.0
2321,0.5,0.0
2322,0.5,0.0
2323,0.5,0.0
2324,0.5,0.0
2325,0.5,0.0
2326,0.5,0.0
2327,0.5,0.0
2328,0.5,0.0
2329,0.5,0.0
2330,0.5,0.0
2331,0.5,0.0
2332,0.5,0.0
2333,0.5,0.0
2334,0.5,0.0
2335,0.5,0.0
2336,0.5,0.0
2337,0.5,0.0
2338,0.5,0.0
2339,0.5,0.0
2340,0.5,0.0
2341,0.5,0.0
2342,0.5,0.0
2343,0.5,0.0
2344,0.5,0.0
2345,0.5,0.0
2346,0.5,0.0
2347,0.5,0.0
2348,0.5,0.0
2349,0.5,0.0
2350,0.5,0.0
2351,0.5,0.0
2352,0.5,0.0
2353,0.5,0.0
2354,0.5,0.0
2355,0.5,0.0
2356,0.5,0.0
2357,0.5,0.0
2358,0.5,0.0
2359,0.5,0.0
2360,0.5,0.0
2361,0.5,0.0
2362,0.5,0.0
2363,0.5,0.0
2364,0.5,0.0
2365,0.5,0.0
2366,0.5,0.0
2367,0.5,0.0
2368,0.5,0.0
2369,0.5,0.0
2370,0.5,0.0
2371,0.5,0.0
2372,0.5,0.0
2373,0.5,0.0
2374,0.5,0.0
2375,0.5,0.0
2376,0.5,0.0
2377,0.5,0.0
2378,0.5,0.0
2379,0.5,0.0
2380,0.5,0.0
2381,0.5,0.0
2382,0.5,0.0
2383,0.5,0.0
2384,0.5,0.0
2385,0.5,0.0
2386,0.5,0.0
2387,0.5,0.0
2388,0.5,0.0
2389,0.5,0.0
2390,0.5,0.0
2391,0.5,0.0
2392,0.5,0.0
2393,0.5,0.0
2394,0.5,0.0
2395,0.5,0.0
2396,0.5,0.0
2397,0.5,0.0
2398,0.5,0.0
2399,0.5,0.0
2400,0.5,0.0
2401,0.5,0.0
2402,0.5,0.0
2403,0.5,0.0
2404,0.5,0.0
2405,0.5,0.0
2406,0.5,0.0
2407,0.5,0.0
2408,0.5,0.0
2409,0.5,0.0
2410,0.5,0.0
2411,0.5,0.0
2412,0.5,0.0
2413,0.5,0.0
2414,0.5,0.0
2415,0.5,0.0
2416,0.5,0.0
2417,0.5,0.0
2418,0.5,0.0
2419,0.5,0.0
2420,0.5,0.0
2421,0.5,0.0
2422,0.5,0.0
2423,0.5,0.0
2424,0.5,0.0
2425,0.5,0.0
2426,0.5,0.0
2427,0.5,0.0
2428,0.5,0.0
2429,0.5,0.0
2430,0.5,0.0
2431,0.5,0.0
2432,0.5,0.0
2433,0.5,0.0
2434,0.5,0.0
2435,0.5,0.0
2436,0.5,0.0
2437,0.5,0.0
2438,0.5,0.0
2439,0.5,0.0
2440,0.5,0.0
2441,0.5,0.0
2442,0.5,0.0
2443,0.5,0.0
2444,0.5,0.0
2445,0.5,0.0
2446,0.5,0.0
2447,0.5,0.0
2448,0.5,0.0
2449,0.5,0.0
2450,0.5,0.0
2451,0.5,0.0
2452,0.5,0.0
2453,0.5,0.0
2454,0.5,0.0
2455,0.5,0.0
2456,0.5,0.0
2457,0.5,0.0
2458,0.5,0.0
2459,0.5,0.0
2460,0.5,0.0
2461,0.5,0.0
2462,0.5,0.0
2463,0.5,0.0
2464,0.5,0.0
2465,0.5,0.0
2466,0.5,0.0
2467,0.5,0.0
2468,0.5,0.0
2469,0.5,0.0
2470,0.5,0.0
2471,0.5,0.0
2472,0.5,0.0
2473,0.5,0.0
2474,0.5,0.0
2475,0.5,0.0
2476,0.5,0.0
2477,0.5,0.0
2478,0.5,0.0
2479,0.5,0.0
2480,0.5,0.0
2481,0.5,0.0
2482,0.5,0.0
2483,0.5,0.0
2484,0.5,0.0
2485,0.5,0.0
2486,0.5,0.0
2487,0.5,0.0
2488,0.5,0.0
2489,0.5,0.0
2490,0.5,0.0
2491,0.5,0.0
2492,0.5,0.0
2493,0.5,0.0
2494,0.5,0.0
2495,0.5,0.0
2496,0.5,0.0
2497,0.5,0.0
2498,0.5,0.0
2499,0.5,0.0
2500,0.5,0.0
2501,0.5,0.0
2502,0.5,0.0
2503,0.5,0.0
2504,0.5,0.0
2505,0.5,0.0
2506,0.5,0.0
2507,0.5,0.0
2508,0.5,0.0
2509,0.5,0.0
2510,0.5,0.0
2511,0.5,0.0
2512,0.5,0.0
2513,0.5,0.0
2514,0.5,0.0
2515,0.5,0.0
2516,0.5,0.0
2517,0.5,0.0
2518,0.5,0.0
2519,0.5,0.0
2520,0.5,0.0
2521,0.5,0.0
2522,0.5,0.0
2523,0.5,0.0
2524,0.5,0.0
2525,0.5,0.0
2526,0.5,0.0
2527,0.5,0.0
2528,0.5,0.0
2529,0.5,0.0
2530,0.5,0.0
2531,0.5,0.0
2532,0.5,0.0
2533,0.5,0.0
2534,0.5,0.0
2535,0.5,0.0
2536,0.5,0.0
2537,0.5,0.0
2538,0.5,0.0
2539,0.5,0.0
2540,0.5,0.0
2541,0.5,0.0
2542,0.5,0.0
2543,0.5,0.0
2544,0.5,0.0
2545,0.5,0.0
2546,0.5,0.0
2547,0.5,0.0
2548,0.5,0.0
2549,0.5,0.0
2550,0.5,0.0
2551,0.5,0.0
2552,0.5,0.0
2553,0.5,0.0
2554,0.5,0.0
2555,0.5,0.0
2556,0.5,0.0
2557,0.5,0.0
2558,0.5,0.0
2559,0.5,0.0
2560,0.5,0.0
2561,0.5,0.0
2562,0.5,0.0
2563,0.5,0.0
2564,0.5,0.0
2565,0.5,0.0
2566,0.5,0.0
2567,0.5,0.0
2568,0.5,0.0
2569,0.5,0.0
2570,0.5,0.0
2571,0.5,0.0
2572,0.5,0.0
2573,0.5,0.0
2574,0.5,0.0
2575,0.5,0.0
2576,0.5,0.0
2577,0.5,0.0
2578,0.5,0.0
2579,0.5,0.0
2580,0.5,0.0
2581,0.5,0.0
2582,0.5,0.0
2583,0.5,0.0
2584,0.5,0.0
2585,0.5,0.0
2586,0.5,0.0
2587,0.5,0.0
2588,0.5,0.0
2589,0.5,0.0
2590,0.5,0.0
2591,0.5,0.0
2592,0.5,0.0
2593,0.5,0.0
2594,0.5,0.0
2595,0.5,0.0
2596,0.5,0.0
2597,0.5,0.0
2598,0.5,0.0
2599,0.5,0.0
